id,project,bug_class,source_file,function,shape,hardness_bar_verdict,confidence_split,reason
T1H_libxml2_spatial_0004,libxml2,spatial,HTMLparser.c,htmlCheckComment,incremental-lookahead-off-by-one,at or above hardness bar,borderline hard,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
T1H_libxml2_spatial_0005,libxml2,spatial,parser.c,xmlAttrHashInsert,hash-probe-wrap-off-by-one,at or above hardness bar,borderline hard,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
T1H_libxml2_spatial_0006,libxml2,spatial,parser.c,xmlAttrHashInsertQName,qname-hash-probe-wrap-off-by-one,at or above hardness bar,borderline hard,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
T1H_libxml2_spatial_0007,libxml2,spatial,parser.c,xmlParseStartTag2,attribute-vector-slot-undercheck,at or above hardness bar,borderline hard,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
T1H_libxml2_spatial_0008,libxml2,spatial,parser.c,xmlParseStartTag2,default-attribute-vector-slot-undercheck,at or above hardness bar,borderline hard,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
T1H_libxml2_typeconf_0001,libxml2,typeconf,xinclude.c,xmlXIncludeBaseFixup,xinclude-basefixup-element-discriminator-weakening,at or above hardness bar,clearly hard enough,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
T1H_libxml2_typeconf_0002,libxml2,typeconf,xinclude.c,xmlXIncludeTestNode,xinclude-element-kind-guard-weakening,at or above hardness bar,clearly hard enough,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
T1H_libxml2_typeconf_0003,libxml2,typeconf,xinclude.c,xmlXIncludeProcessTreeFlagsData,xinclude-root-kind-confusion,at or above hardness bar,clearly hard enough,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
T1H_libxml2_typeconf_0004,libxml2,typeconf,xmlreader.c,xmlTextReaderMoveToNextAttribute,reader-attribute-state-namespace-discriminator-weakening,at or above hardness bar,clearly hard enough,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
T1H_libxml2_typeconf_0005,libxml2,typeconf,xpath.c,xmlXPathNodeSetCreate,namespace-pseudonode-discriminator-inversion,at or above hardness bar,clearly hard enough,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
T1H_libxml2_typeconf_0006,libxml2,typeconf,xpath.c,xmlXPathNextPrecedingInternal,xpath-axis-namespace-guard-confusion,at or above hardness bar,clearly hard enough,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
T1H_libxml2_typeconf_0007,libxml2,typeconf,xpath.c,xmlXPathLocalNameFunction,xpath-name-function-namespace-case-confusion,at or above hardness bar,clearly hard enough,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
T1H_libxml2_uaf_0001,libxml2,uaf,HTMLparser.c,htmlCtxtParseContentInternal,returned-child-list-ownership-unlink-removal,at or above hardness bar,clearly hard enough,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
T1H_libxml2_uaf_0002,libxml2,uaf,relaxng.c,xmlRelaxNGCleanupDoc,schema-cleanup-free-without-unlink,at or above hardness bar,clearly hard enough,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
T1H_libxml2_uaf_0003,libxml2,uaf,relaxng.c,xmlRelaxNGCleanupDoc,schema-final-cleanup-free-without-unlink,at or above hardness bar,clearly hard enough,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
T1H_libxml2_uaf_0004,libxml2,uaf,tree.c,xmlInsertNode,text-coalesce-free-without-unlink,at or above hardness bar,clearly hard enough,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
T1H_libxml2_uaf_0005,libxml2,uaf,xinclude.c,xmlXIncludeIncludeNode,xinclude-substitution-free-without-detach,at or above hardness bar,clearly hard enough,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
T1H_libxml2_uaf_0006,libxml2,uaf,xmlreader.c,xmlTextReaderReadTree,reader-tail-recycle-free-without-unlink,at or above hardness bar,clearly hard enough,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
T1H_libxml2_uaf_0007,libxml2,uaf,xmlreader.c,xmlTextReaderRead,reader-recycle-free-without-unlink,at or above hardness bar,clearly hard enough,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
T1H_libxml2_uaf_0008,libxml2,uaf,xmlreader.c,xmlTextReaderRead,reader-last-child-free-without-unlink,at or above hardness bar,clearly hard enough,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
T1H_libxml2_uaf_0009,libxml2,uaf,xmlschemas.c,xmlSchemaCleanupDoc,schema-cleanup-free-without-unlink,at or above hardness bar,clearly hard enough,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
T1H_libxml2_uaf_0010,libxml2,uaf,xmlschemas.c,xmlSchemaCleanupDoc,schema-final-cleanup-free-without-unlink,at or above hardness bar,clearly hard enough,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
T1H_lua_alloc_0001,lua,alloc,src/lstring.c,luaS_newlstr,long-string-size-limit-strictness-relaxation,at or above hardness bar,borderline hard,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
T1H_lua_alloc_0002,lua,alloc,src/ltable.c,concretesize,table-array-layout-lenhint-allocation-omission,at or above hardness bar,borderline hard,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
T1H_lua_alloc_0003,lua,alloc,src/ltable.c,setnodevector,table-hash-lastfree-sidecar-allocation-omission,at or above hardness bar,borderline hard,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
T2H_lua_topup_doublefree_0001,lua,doublefree,src/lauxlib.c,luaL_pushresult,buffer-box-external-string-ownership-disarm-omission,at or above hardness bar,borderline hard,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
T1H_lua_intover_0001,lua,intover,src/lstrlib.c,str_packsize,packsize-unsigned-accumulator-wrap,at or above hardness bar,borderline hard,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
T1H_lua_intover_0002,lua,intover,src/lundump.c,loadVarint,binary-chunk-varint-pre-shift-limit-relaxation,at or above hardness bar,borderline hard,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
T1H_lua_intover_0003,lua,intover,src/lvm.c,luaV_concat,concat-total-length-overflow-boundary-off-by-one,at or above hardness bar,borderline hard,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
T1H_lua_spatial_0001,lua,spatial,src/lstrlib.c,getnumlimit,struct-format-integral-size-zero-admission,at or above hardness bar,borderline hard,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
T1H_lua_spatial_0002,lua,spatial,src/lstrlib.c,str_unpack,struct-unpack-alignment-bound-omission,at or above hardness bar,borderline hard,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
T1H_lua_spatial_0003,lua,spatial,src/lstrlib.c,str_unpack,struct-unpack-counted-string-length-field-omission,at or above hardness bar,borderline hard,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
T1H_lua_spatial_0004,lua,spatial,src/ltable.c,resizearray,table-array-shrink-copy-size-mismatch,at or above hardness bar,borderline hard,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
T1H_lua_uaf_0001,lua,uaf,src/lapi.c,aux_rawset,raw-table-api-write-barrier-omission,at or above hardness bar,clearly hard enough,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
T1H_lua_uaf_0002,lua,uaf,src/lapi.c,lua_setiuservalue,userdata-uservalue-write-barrier-omission,at or above hardness bar,clearly hard enough,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
T1H_lua_uaf_0003,lua,uaf,src/ldo.c,correctstack,to-be-closed-list-stack-relocation-stale-pointer,at or above hardness bar,clearly hard enough,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
T1H_lua_uaf_0004,lua,uaf,src/lfunc.c,newupval,open-upvalue-linked-list-backlink-stale,at or above hardness bar,clearly hard enough,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
T1H_lua_uaf_0005,lua,uaf,src/lfunc.c,luaF_closeupval,closed-upvalue-stack-slot-pointer-retained,at or above hardness bar,clearly hard enough,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
T1H_lua_uaf_0006,lua,uaf,src/lgc.c,freeobj,short-string-intern-table-unlink-omission,at or above hardness bar,clearly hard enough,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
T1H_lua_uaf_0007,lua,uaf,src/lstring.c,internshrstr,short-string-resurrection-color-update-omission,at or above hardness bar,clearly hard enough,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
T1H_lua_uaf_0008,lua,uaf,src/lundump.c,loadString,binary-loader-long-string-gc-anchor-reorder,at or above hardness bar,clearly hard enough,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
T1H_lua_uaf_0009,lua,uaf,src/lvm.c,pushclosure,closure-upvalue-barrier-omission,at or above hardness bar,clearly hard enough,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
T1H_lua_uaf_0010,lua,uaf,src/lvm.c,luaV_execute,setupval-upvalue-write-barrier-omission,at or above hardness bar,clearly hard enough,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
T1H_lua_uaf_0011,lua,uaf,src/lvm.c,luaV_execute,newtable-stack-anchor-reorder-after-allocation,at or above hardness bar,clearly hard enough,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
T1H_lua_uaf_0012,lua,uaf,src/lvm.c,luaV_execute,setlist-array-write-barrier-omission,at or above hardness bar,clearly hard enough,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
T2H_lua_topup_uaf_0001,lua,uaf,src/ldump.c,luaU_dump,dump-string-cache-stack-anchor-omission,at or above hardness bar,clearly hard enough,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
T2H_lua_topup_uaf_0002,lua,uaf,src/lparser.c,open_func,parser-constant-cache-stack-anchor-omission,at or above hardness bar,clearly hard enough,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
T1H_lua_uninit_0001,lua,uninit,src/ldo.c,luaD_reallocstack,stack-reallocation-extra-segment-init-bound-undercount,at or above hardness bar,borderline hard,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
T1H_lua_uninit_0002,lua,uninit,src/ldo.c,luaD_protectedparser,parser-dynamic-label-array-pointer-init-omission,at or above hardness bar,borderline hard,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
T1H_lua_uninit_0003,lua,uninit,src/lfunc.c,luaF_newLclosure,lclosure-upvalue-zero-slot-initialization-gap,at or above hardness bar,borderline hard,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
T1H_lua_uninit_0004,lua,uninit,src/ltable.c,setnodevector,table-hash-node-zero-initialization-skip,at or above hardness bar,borderline hard,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
T1H_lua_uninit_0005,lua,uninit,src/lundump.c,loadConstants,binary-loader-constant-tvalue-prefill-removal,at or above hardness bar,borderline hard,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
T1H_lua_uninit_0006,lua,uninit,src/lundump.c,loadProtos,proto-child-pointer-prefill-removal,at or above hardness bar,borderline hard,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
T1H_lua_uninit_0007,lua,uninit,src/lundump.c,loadUpvalues,upvalue-name-prefill-removal,at or above hardness bar,borderline hard,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
T1H_lua_uninit_0008,lua,uninit,src/lundump.c,loadDebug,locvar-debug-name-prefill-removal,at or above hardness bar,borderline hard,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
lz4_1_10_0_hard_alloc_0001,lz4,alloc,lib/lz4frame.c,LZ4F_compressBegin_usingCDict,linked-frame-autoflush-save-dictionary-underalloc,at or above hardness bar,borderline hard,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
lz4_1_10_0_hard_alloc_0002,lz4,alloc,lib/lz4frame.c,LZ4F_compressBound_internal,streaming-compress-bound-buffered-prefix-undercount,at or above hardness bar,borderline hard,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
lz4_1_10_0_hard_alloc_0003,lz4,alloc,lib/lz4frame.c,LZ4F_compressBound_internal,frame-bound-block-checksum-footer-undercount,at or above hardness bar,borderline hard,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
lz4_1_10_0_hard_alloc_0004,lz4,alloc,lib/lz4frame.c,LZ4F_compressBound_internal,frame-bound-content-checksum-footer-undercount,at or above hardness bar,borderline hard,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
lz4_1_10_0_hard_alloc_0005,lz4,alloc,lib/lz4frame.c,LZ4F_decompress,linked-frame-tmpout-history-window-underalloc,at or above hardness bar,borderline hard,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
lz4_1_10_0_hard_alloc_0006,lz4,alloc,lib/lz4frame.c,LZ4F_decompress,fragmented-compressed-block-checksum-staging-underalloc,at or above hardness bar,borderline hard,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
lz4_1_10_0_hard_alloc_0007,lz4,alloc,lib/lz4hc.c,LZ4HC_compress_optimal,hc-optimal-parser-trailing-literal-table-underalloc,at or above hardness bar,borderline hard,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
lz4_1_10_0_hard_doublefree_0001,lz4,doublefree,lib/lz4file.c,LZ4F_freeAndNullReadFile,read-file-error-cleanup-handle-nullout-omission,at or above hardness bar,borderline hard,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
lz4_1_10_0_hard_doublefree_0002,lz4,doublefree,lib/lz4file.c,LZ4F_freeAndNullWriteFile,write-file-error-cleanup-handle-nullout-omission,at or above hardness bar,borderline hard,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
lz4_1_10_0_hard_intover_0001,lz4,intover,lib/lz4frame.c,LZ4F_decompress,direct-output-dictionary-size-int-cast-threshold-relaxation,at or above hardness bar,borderline hard,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
lz4_1_10_0_hard_intover_0002,lz4,intover,lib/lz4frame.c,LZ4F_decompress,tmpout-dictionary-size-int-cast-threshold-relaxation,at or above hardness bar,borderline hard,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
lz4_1_10_0_hard_intover_0003,lz4,intover,lib/lz4frame.c,LZ4F_decompress,linked-frame-flushout-history-remainder-underflow,at or above hardness bar,borderline hard,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
lz4_1_10_0_hard_spatial_0001,lz4,spatial,lib/lz4.c,LZ4_decompress_generic,safe-decode-shortcut-prefix-boundary-mode-confusion,at or above hardness bar,borderline hard,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
lz4_1_10_0_hard_spatial_0002,lz4,spatial,lib/lz4.c,LZ4_decompress_generic,external-dictionary-offset-boundary-off-by-one,at or above hardness bar,borderline hard,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
lz4_1_10_0_hard_spatial_0003,lz4,spatial,lib/lz4.c,LZ4_saveDict,stream-save-dictionary-size-clamp-inversion,at or above hardness bar,borderline hard,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
lz4_1_10_0_hard_spatial_0004,lz4,spatial,lib/lz4frame.c,LZ4F_decompress,linked-frame-tmpout-dictionary-truncation-threshold-relax,at or above hardness bar,borderline hard,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
lz4_1_10_0_hard_spatial_0005,lz4,spatial,lib/lz4frame.c,LZ4F_flush,frame-flush-block-checksum-bound-omission,at or above hardness bar,borderline hard,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
lz4_1_10_0_hard_spatial_0006,lz4,spatial,lib/lz4frame.c,LZ4F_updateDict,tmpout-withintmp-dictionary-preserve-clamp-inversion,at or above hardness bar,borderline hard,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
lz4_1_10_0_hard_spatial_0007,lz4,spatial,lib/lz4frame.c,LZ4F_updateDict,external-dictionary-join-preserve-clamp-inversion,at or above hardness bar,borderline hard,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
lz4_1_10_0_hard_spatial_0008,lz4,spatial,lib/lz4hc.c,LZ4HC_protectDictEnd,hc-repeated-pattern-dictionary-tail-off-by-one,at or above hardness bar,borderline hard,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
lz4_1_10_0_hard_spatial_0009,lz4,spatial,lib/lz4hc.c,LZ4_saveDictHC,hc-save-dictionary-prefix-clamp-inversion,at or above hardness bar,borderline hard,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
lz4_1_10_0_hard_uaf_0001,lz4,uaf,lib/lz4.c,LZ4_setStreamDecode,stream-decode-reset-retains-external-dictionary,at or above hardness bar,clearly hard enough,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
lz4_1_10_0_hard_uaf_0002,lz4,uaf,lib/lz4frame.c,LZ4F_decompress,linked-frame-unstable-dst-history-preserve-inversion,at or above hardness bar,clearly hard enough,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
lz4_1_10_0_hard_uaf_0003,lz4,uaf,lib/lz4frame.c,LZ4F_resetDecompressionContext,frame-reset-retains-borrowed-linked-dictionary,at or above hardness bar,clearly hard enough,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
lz4_1_10_0_hard_uaf_0004,lz4,uaf,lib/lz4hc.c,LZ4_resetStreamHC_fast,hc-fast-reset-retains-attached-dictionary-context,at or above hardness bar,clearly hard enough,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
md4c_0_5_3_hard_doublefree_reference_title_owned_flag_0006,md4c,doublefree,src/md4c.c,md_is_link_reference,md4c-reference-title-ownership-flag-duplication,at or above hardness bar,borderline hard,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
md4c_0_5_3_hard_spatial_entity_lookup_attribute_exact_entity_0001,md4c,spatial,src/entity.c,entity_cmp,md4c-entity-bsearch-key-length-overread,at or above hardness bar,borderline hard,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
md4c_0_5_3_hard_spatial_fenced_code_line_count_extra_record_0003,md4c,spatial,src/md4c.c,md_process_code_block_contents,md4c-fenced-code-skip-count-mismatch-overread,at or above hardness bar,borderline hard,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
md4c_0_5_3_hard_spatial_table_row_extra_cell_alignment_0002,md4c,spatial,src/md4c.c,md_process_table_row,md4c-table-row-cell-count-alignment-overread,at or above hardness bar,borderline hard,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
md4c_0_5_3_topup_hard_spatial_utf8_four_byte_tail_inclusive_decode_0008,md4c,spatial,src/md4c.c,md_decode_utf8__,md4c-utf8-inline-decoder-four-byte-tail-inclusive-boundary,at or above hardness bar,borderline hard,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
md4c_0_5_3_hard_typeconf_code_html_line_record_layout_0004,md4c,typeconf,src/md4c.c,md_add_line_into_current_block,md4c-code-html-block-line-layout-discriminator-mismatch,at or above hardness bar,clearly hard enough,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
md4c_0_5_3_hard_uaf_block_bytes_current_block_realloc_0005,md4c,uaf,src/md4c.c,md_push_block_bytes,md4c-block-byte-arena-current-block-realloc-uaf,at or above hardness bar,clearly hard enough,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
md4c_0_5_3_hard_uninit_inline_empty_destination_title_fields_0007,md4c,uninit,src/md4c.c,md_is_inline_link_spec,md4c-inline-empty-destination-title-field-uninit,at or above hardness bar,borderline hard,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
miniz_3_1_1_hard_alloc_zip_copy_descriptor_slack_loss_0007,miniz,alloc,miniz_zip.c,mz_zip_writer_add_from_zip_reader,miniz-zip-copy-data-descriptor-slack-allocation,at or above hardness bar,borderline hard,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
miniz_3_1_1_hard_alloc_zip_heap_extract_compressed_size_0001,miniz,alloc,miniz_zip.c,mz_zip_reader_extract_to_heap,miniz-zip-heap-extract-compressed-size-allocation,at or above hardness bar,borderline hard,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
miniz_3_1_1_secondary_topup_hard_alloc_sorted_central_dir_offsets_one_entry_short_0010,miniz,alloc,miniz_zip.c,mz_zip_reader_read_central_dir,miniz-sorted-central-directory-offset-index-one-entry-short,at or above hardness bar,borderline hard,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
miniz_3_1_1_hard_doublefree_heap_finalize_buffer_transfer_0002,miniz,doublefree,miniz_zip.c,mz_zip_writer_finalize_heap_archive,miniz-heap-writer-buffer-transfer-detach-loss,at or above hardness bar,borderline hard,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
miniz_3_1_1_hard_doublefree_iter_memory_read_buffer_release_0003,miniz,doublefree,miniz_zip.c,mz_zip_reader_extract_iter_free,miniz-memory-zip-iterator-borrowed-read-buffer-free,at or above hardness bar,borderline hard,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
miniz_3_1_1_hard_spatial_cdir_sort_prefix_compare_span_0008,miniz,spatial,miniz_zip.c,mz_zip_reader_filename_less,miniz-cdir-sort-prefix-name-compare-overread,at or above hardness bar,borderline hard,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
miniz_3_1_1_hard_spatial_iter_stored_remaining_state_0004,miniz,spatial,miniz_zip.c,mz_zip_reader_extract_iter_read,miniz-stored-iterator-remaining-byte-state-stall,at or above hardness bar,borderline hard,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
miniz_3_1_1_hard_spatial_tdefl_output_slack_fast_store_0009,miniz,spatial,miniz_tdef.c,tdefl_flush_block,miniz-tdefl-block-output-slack-fast-store-overrun,at or above hardness bar,borderline hard,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
miniz_3_1_1_hard_spatial_tinfl_nonwrapping_backref_underflow_0005,miniz,spatial,miniz_tinfl.c,tinfl_decompress,miniz-tinfl-nonwrapping-backreference-underflow,at or above hardness bar,borderline hard,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
miniz_3_1_1_hard_uninit_tinfl_dynamic_lengths_underfill_0006,miniz,uninit,miniz_tinfl.c,tinfl_decompress,miniz-tinfl-dynamic-huffman-underfilled-length-state,at or above hardness bar,borderline hard,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
mjson_1_2_7_hard_spatial_base64_exact_output_second_byte_0002,mjson,spatial,src/mjson.c,mjson_base64_dec,mjson-base64-quartet-output-capacity-edge,at or above hardness bar,borderline hard,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
mjson_1_2_7_hard_spatial_merge_recursive_update_object_old_length_0004,mjson,spatial,src/mjson.c,mjson_merge,mjson-merge-recursive-update-object-length-confusion,at or above hardness bar,borderline hard,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
mjson_1_2_7_hard_spatial_merge_replacement_keeps_old_value_length_0003,mjson,spatial,src/mjson.c,mjson_merge,mjson-merge-replacement-value-length-cross-document,at or above hardness bar,borderline hard,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
mjson_1_2_7_hard_spatial_printf_double_sign_bound_0001,mjson,spatial,src/mjson.c,mjson_print_dbl,mjson-double-format-sign-offset-buffer-bound,at or above hardness bar,borderline hard,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
nanosvg_5cefd98_hard_alloc_gradient_flexible_array_one_stop_short_0002,nanosvg,alloc,src/nanosvg.h,nsvg__createGradient,nanosvg-gradient-flexible-stop-array-one-short,at or above hardness bar,borderline hard,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
source_audit_quaternary_hard_nanosvg_doublefree_shape_path_list_transfer_detach_missing_0007,nanosvg,doublefree,src/nanosvg.h,nsvg__addShape,nanosvg-shape-path-list-transfer-detach-missing,at or above hardness bar,borderline hard,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
nanosvg_5cefd98_hard_spatial_path_cubic_topology_guard_accepts_short_tail_0003,nanosvg,spatial,src/nanosvg.h,nsvg__addPath,nanosvg-path-cubic-topology-short-tail-accepted,at or above hardness bar,borderline hard,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
nanosvg_5cefd98_hard_spatial_raster_duplicate_points_one_growth_missed_0005,nanosvg,spatial,src/nanosvgrast.h,nsvg__duplicatePoints,nanosvg-raster-dashed-stroke-duplicate-buffer-one-growth-gap,at or above hardness bar,borderline hard,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
nanosvg_5cefd98_hard_spatial_raster_scanline_reuse_one_width_growth_missed_0006,nanosvg,spatial,src/nanosvgrast.h,nsvgRasterize,nanosvg-raster-scanline-cache-one-width-growth-gap,at or above hardness bar,borderline hard,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
nanosvg_5cefd98_hard_spatial_stroke_dash_attr_array_one_past_cap_0004,nanosvg,spatial,src/nanosvg.h,nsvg__parseStrokeDashArray,nanosvg-stroke-dash-parser-array-capacity-one-past,at or above hardness bar,borderline hard,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
nanosvg_5cefd98_hard_spatial_xml_attribute_vector_terminator_overrun_0001,nanosvg,spatial,src/nanosvg.h,nsvg__parseElement,nanosvg-xml-attribute-vector-terminator-capacity-overrun,at or above hardness bar,borderline hard,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
T1H_oniguruma_alloc_0001,oniguruma,alloc,src/regcomp.c,set_multi_byte_cclass,compiled-cclass-range-table-truncation,at or above hardness bar,borderline hard,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
T1H_oniguruma_alloc_0002,oniguruma,alloc,src/regcomp.c,entry_repeat_range,repeat-range-grow-capacity-overclaim,at or above hardness bar,borderline hard,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
T1H_oniguruma_alloc_0003,oniguruma,alloc,src/regexec.c,history_tree_add_child,capture-history-tree-initial-child-capacity-underalloc,at or above hardness bar,borderline hard,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
T1H_oniguruma_alloc_0004,oniguruma,alloc,src/regexec.c,STACK_INIT,regex-match-stack-pointer-slab-allocation-omission,at or above hardness bar,borderline hard,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
