id,project,bug_class,source_file,function,shape,manifest,source_batch,selection_method,verdict,reason
inih_577ae2d_hard_spatial_heap_realloc_continuation_reader_one_extra_0002,inih,spatial,ini.c,ini_parse_stream,inih-heap-line-continuation-capacity-one-extra,inih-577ae2d-hard-20260616/inih_hard_static_20260616.json,project-hard-20260616,llm_source_audit,clearly hard enough,"specific source-audit metadata names a concrete invariant, trigger, and nonlocal effect path; selected by per-site LLM source audit"
inih_577ae2d_hard_spatial_section_copy_helper_terminator_boundary_0003,inih,spatial,ini.c,ini_strncpy0,inih-fixed-section-name-copy-full-buffer,inih-577ae2d-hard-20260616/inih_hard_static_20260616.json,project-hard-20260616,llm_source_audit,clearly hard enough,"specific source-audit metadata names a concrete invariant, trigger, and nonlocal effect path; selected by per-site LLM source audit"
inih_577ae2d_hard_spatial_string_reader_exact_line_capacity_0001,inih,spatial,ini.c,ini_reader_string,inih-string-reader-line-buffer-exact-capacity,inih-577ae2d-hard-20260616/inih_hard_static_20260616.json,project-hard-20260616,llm_source_audit,clearly hard enough,"specific source-audit metadata names a concrete invariant, trigger, and nonlocal effect path; selected by per-site LLM source audit"
iniparser_4_2_6_hard_alloc_dictionary_grow_hash_capacity_0001,iniparser,alloc,src/dictionary.c,dictionary_grow,iniparser-dictionary-grow-hash-vector-capacity-split,iniparser-4.2.6-hard-20260616/iniparser_hard_static_20260616.json,project-hard-20260616,llm_source_audit,clearly hard enough,"specific source-audit metadata names a concrete invariant, trigger, and nonlocal effect path; selected by per-site LLM source audit"
iniparser_4_2_6_hard_spatial_api_set_value_terminator_trust_0005,iniparser,spatial,src/iniparser.c,iniparser_set,iniparser-api-set-value-terminator-capacity,iniparser-4.2.6-hard-20260616/iniparser_hard_static_20260616.json,project-hard-20260616,llm_source_audit,clearly hard enough,"specific source-audit metadata names a concrete invariant, trigger, and nonlocal effect path; selected by per-site LLM source audit"
iniparser_4_2_6_hard_spatial_composite_key_stack_buffer_0003,iniparser,spatial,src/iniparser.c,iniparser_load_file,iniparser-section-key-composite-buffer-shortfall,iniparser-4.2.6-hard-20260616/iniparser_hard_static_20260616.json,project-hard-20260616,llm_source_audit,clearly hard enough,"specific source-audit metadata names a concrete invariant, trigger, and nonlocal effect path; selected by per-site LLM source audit"
iniparser_4_2_6_hard_spatial_dump_ini_escaped_value_slack_0004,iniparser,spatial,src/iniparser.c,iniparser_dump_ini,iniparser-dump-unsectioned-escaped-value-capacity,iniparser-4.2.6-hard-20260616/iniparser_hard_static_20260616.json,project-hard-20260616,llm_source_audit,clearly hard enough,"specific source-audit metadata names a concrete invariant, trigger, and nonlocal effect path; selected by per-site LLM source audit"
iniparser_4_2_6_hard_spatial_multiline_continuation_read_capacity_0002,iniparser,spatial,src/iniparser.c,iniparser_load_file,iniparser-multiline-continuation-remaining-capacity-loss,iniparser-4.2.6-hard-20260616/iniparser_hard_static_20260616.json,project-hard-20260616,llm_source_audit,clearly hard enough,"specific source-audit metadata names a concrete invariant, trigger, and nonlocal effect path; selected by per-site LLM source audit"
iniparser_4_2_6_hard_uaf_dictionary_unset_key_reachable_slot_0006,iniparser,uaf,src/dictionary.c,dictionary_unset,iniparser-dictionary-unset-key-slot-reachability,iniparser-4.2.6-hard-20260616/iniparser_hard_static_20260616.json,project-hard-20260616,llm_source_audit,clearly hard enough,"specific source-audit metadata names a concrete invariant, trigger, and nonlocal effect path; temporal distance is `cross-function` rather than adjacent"
jsmn_25647e6_hard_alloc_jsondump_token_realloc_one_slot_short_0002,jsmn,alloc,example/jsondump.c,main,jsmn-jsondump-token-retry-array-one-slot-short,jsmn-25647e6-hard-20260616/jsmn_hard_static_20260616.json,project-hard-20260616,llm_source_audit,clearly hard enough,"specific source-audit metadata names a concrete invariant, trigger, and nonlocal effect path; selected by per-site LLM source audit"
jsmn_25647e6_hard_spatial_string_escape_trailing_backslash_guard_0003,jsmn,spatial,jsmn.h,jsmn_parse_string,jsmn-string-escape-slice-end-inclusive-lookahead,jsmn-25647e6-hard-20260616/jsmn_hard_static_20260616.json,project-hard-20260616,llm_source_audit,clearly hard enough,"specific source-audit metadata names a concrete invariant, trigger, and nonlocal effect path; selected by per-site LLM source audit"
jsmn_25647e6_hard_spatial_token_pool_exact_capacity_guard_0001,jsmn,spatial,jsmn.h,jsmn_alloc_token,jsmn-token-pool-exact-capacity-allocation,jsmn-25647e6-hard-20260616/jsmn_hard_static_20260616.json,project-hard-20260616,llm_source_audit,clearly hard enough,"specific source-audit metadata names a concrete invariant, trigger, and nonlocal effect path; selected by per-site LLM source audit"
json_c_0_18_hard_alloc_001,json-c,alloc,arraylist.c,array_list_expand_internal,arraylist-realloc-size-factor-guard-drop,json-c-0.18-hard-20260615/json_c_hard_static_20260615.json,project-hard-20260615,llm_source_audit,clearly hard enough,"specific source-audit metadata names a concrete invariant, trigger, and nonlocal effect path; selected by per-site LLM source audit"
json_c_0_18_hard_alloc_002,json-c,alloc,json_object.c,_json_object_new_string,short-string-inline-minimum-allocation-drop,json-c-0.18-hard-20260615/json_c_hard_static_20260615.json,project-hard-20260615,llm_source_audit,clearly hard enough,"specific source-audit metadata names a concrete invariant, trigger, and nonlocal effect path; selected by per-site LLM source audit"
json_c_0_18_hard_doublefree_001,json-c,doublefree,json_object.c,json_object_copy_serializer_data,serializer-userdata-deep-copy-borrow,json-c-0.18-hard-20260615/json_c_hard_static_20260615.json,project-hard-20260615,llm_source_audit,clearly hard enough,"specific source-audit metadata names a concrete invariant, trigger, and nonlocal effect path; temporal distance is `deep` rather than adjacent"
json_c_0_18_hard_doublefree_002,json-c,doublefree,json_tokener.c,json_tokener_reset_level,tokener-current-nullout-drop,json-c-0.18-hard-20260615/json_c_hard_static_20260615.json,project-hard-20260615,llm_source_audit,clearly hard enough,"specific source-audit metadata names a concrete invariant, trigger, and nonlocal effect path; temporal distance is `cross-function` rather than adjacent"
json_c_0_18_hard_doublefree_003,json-c,doublefree,json_tokener.c,json_tokener_parse_ex,tokener-field-name-nullout-drop,json-c-0.18-hard-20260615/json_c_hard_static_20260615.json,project-hard-20260615,llm_source_audit,clearly hard enough,"specific source-audit metadata names a concrete invariant, trigger, and nonlocal effect path; temporal distance is `cross-function` rather than adjacent"
json_c_0_18_hard_intover_001,json-c,intover,arraylist.c,array_list_shrink,arraylist-shrink-count-addition-guard-drop,json-c-0.18-hard-20260615/json_c_hard_static_20260615.json,project-hard-20260615,llm_source_audit,clearly hard enough,"specific source-audit metadata names a concrete invariant, trigger, and nonlocal effect path; selected by per-site LLM source audit"
json_c_0_18_hard_intover_002,json-c,intover,linkhash.c,lh_table_insert_w_hash,linkhash-resize-signed-double-overflow,json-c-0.18-hard-20260615/json_c_hard_static_20260615.json,project-hard-20260615,llm_source_audit,clearly hard enough,"specific source-audit metadata names a concrete invariant, trigger, and nonlocal effect path; selected by per-site LLM source audit"
json_c_0_18_hard_intover_003,json-c,intover,printbuf.c,printbuf_extend,printbuf-extend-growth-slop-overflow-bound,json-c-0.18-hard-20260615/json_c_hard_static_20260615.json,project-hard-20260615,llm_source_audit,clearly hard enough,"specific source-audit metadata names a concrete invariant, trigger, and nonlocal effect path; selected by per-site LLM source audit"
json_c_0_18_hard_intover_004,json-c,intover,printbuf.c,printbuf_memappend,printbuf-append-terminator-overflow-bound,json-c-0.18-hard-20260615/json_c_hard_static_20260615.json,project-hard-20260615,llm_source_audit,clearly hard enough,"specific source-audit metadata names a concrete invariant, trigger, and nonlocal effect path; selected by per-site LLM source audit"
json_c_0_18_hard_spatial_001,json-c,spatial,arraylist.c,array_list_get_idx,arraylist-get-length-boundary-off-by-one,json-c-0.18-hard-20260615/json_c_hard_static_20260615.json,project-hard-20260615,llm_source_audit,clearly hard enough,"specific source-audit metadata names a concrete invariant, trigger, and nonlocal effect path; selected by per-site LLM source audit"
json_c_0_18_hard_spatial_002,json-c,spatial,arraylist.c,array_list_insert_idx,arraylist-insert-tail-count-off-by-one,json-c-0.18-hard-20260615/json_c_hard_static_20260615.json,project-hard-20260615,llm_source_audit,clearly hard enough,"specific source-audit metadata names a concrete invariant, trigger, and nonlocal effect path; selected by per-site LLM source audit"
json_c_0_18_hard_spatial_003,json-c,spatial,arraylist.c,array_list_del_idx,arraylist-delete-range-wrap,json-c-0.18-hard-20260615/json_c_hard_static_20260615.json,project-hard-20260615,llm_source_audit,clearly hard enough,"specific source-audit metadata names a concrete invariant, trigger, and nonlocal effect path; selected by per-site LLM source audit"
json_c_0_18_hard_spatial_004,json-c,spatial,json_object.c,json_object_double_to_json_string_format,double-serializer-truncated-stack-buffer-length,json-c-0.18-hard-20260615/json_c_hard_static_20260615.json,project-hard-20260615,llm_source_audit,clearly hard enough,"specific source-audit metadata names a concrete invariant, trigger, and nonlocal effect path; selected by per-site LLM source audit"
json_c_0_18_hard_spatial_005,json-c,spatial,json_pointer.c,string_replace_all_occurrences_with_char,json-pointer-escape-collapse-terminator-drop,json-c-0.18-hard-20260615/json_c_hard_static_20260615.json,project-hard-20260615,llm_source_audit,clearly hard enough,"specific source-audit metadata names a concrete invariant, trigger, and nonlocal effect path; selected by per-site LLM source audit"
json_c_0_18_hard_spatial_006,json-c,spatial,json_tokener.c,json_tokener_parse_ex,tokener-array-depth-off-by-one,json-c-0.18-hard-20260615/json_c_hard_static_20260615.json,project-hard-20260615,llm_source_audit,clearly hard enough,"specific source-audit metadata names a concrete invariant, trigger, and nonlocal effect path; selected by per-site LLM source audit"
json_c_0_18_hard_typeconf_001,json-c,typeconf,json_patch.c,json_patch_apply,json-patch-array-discriminator-drop,json-c-0.18-hard-20260615/json_c_hard_static_20260615.json,project-hard-20260615,llm_source_audit,clearly hard enough,"specific source-audit metadata names a concrete invariant, trigger, and nonlocal effect path; selected by per-site LLM source audit"
json_c_0_18_hard_typeconf_002,json-c,typeconf,json_pointer.c,json_pointer_set_single_path,json-pointer-parent-object-discriminator-drop,json-c-0.18-hard-20260615/json_c_hard_static_20260615.json,project-hard-20260615,llm_source_audit,clearly hard enough,"specific source-audit metadata names a concrete invariant, trigger, and nonlocal effect path; selected by per-site LLM source audit"
json_c_0_18_hard_uaf_001,json-c,uaf,json_object.c,_json_object_set_string_len,string-pdata-zero-length-state-drop,json-c-0.18-hard-20260615/json_c_hard_static_20260615.json,project-hard-20260615,llm_source_audit,clearly hard enough,"specific source-audit metadata names a concrete invariant, trigger, and nonlocal effect path; temporal distance is `cross-function` rather than adjacent"
json_c_0_18_hard_uaf_002,json-c,uaf,json_patch.c,json_patch_apply_remove,patch-root-remove-result-not-cleared,json-c-0.18-hard-20260615/json_c_hard_static_20260615.json,project-hard-20260615,llm_source_audit,clearly hard enough,"specific source-audit metadata names a concrete invariant, trigger, and nonlocal effect path; temporal distance is `cross-function` rather than adjacent"
json_c_0_18_hard_uaf_003,json-c,uaf,json_patch.c,json_patch_apply_add_replace,patch-add-replace-borrowed-value,json-c-0.18-hard-20260615/json_c_hard_static_20260615.json,project-hard-20260615,llm_source_audit,clearly hard enough,"specific source-audit metadata names a concrete invariant, trigger, and nonlocal effect path; temporal distance is `deep` rather than adjacent"
json_c_0_18_hard_uaf_004,json-c,uaf,json_patch.c,json_patch_apply_move_copy,patch-move-source-retain-drop,json-c-0.18-hard-20260615/json_c_hard_static_20260615.json,project-hard-20260615,llm_source_audit,clearly hard enough,"specific source-audit metadata names a concrete invariant, trigger, and nonlocal effect path; temporal distance is `cross-function` rather than adjacent"
json_c_0_18_hard_uaf_005,json-c,uaf,json_pointer.c,json_pointer_get_internal,pointer-result-key-remap-drop,json-c-0.18-hard-20260615/json_c_hard_static_20260615.json,project-hard-20260615,llm_source_audit,clearly hard enough,"specific source-audit metadata names a concrete invariant, trigger, and nonlocal effect path; temporal distance is `cross-function` rather than adjacent"
json_c_0_18_hard_uaf_006,json-c,uaf,json_tokener.c,json_tokener_parse_ex,tokener-success-return-retain-drop,json-c-0.18-hard-20260615/json_c_hard_static_20260615.json,project-hard-20260615,llm_source_audit,clearly hard enough,"specific source-audit metadata names a concrete invariant, trigger, and nonlocal effect path; temporal distance is `cross-function` rather than adjacent"
json_c_0_18_hard_uaf_007,json-c,uaf,linkhash.c,lh_table_delete_entry,linkhash-delete-slot-sentinel-drop,json-c-0.18-hard-20260615/json_c_hard_static_20260615.json,project-hard-20260615,llm_source_audit,clearly hard enough,"specific source-audit metadata names a concrete invariant, trigger, and nonlocal effect path; temporal distance is `cross-function` rather than adjacent"
json_c_0_18_hard_uninit_001,json-c,uninit,arraylist.c,array_list_put_idx,arraylist-sparse-hole-zero-fill-drop,json-c-0.18-hard-20260615/json_c_hard_static_20260615.json,project-hard-20260615,llm_source_audit,clearly hard enough,"specific source-audit metadata names a concrete invariant, trigger, and nonlocal effect path; selected by per-site LLM source audit"
json_c_0_18_hard_uninit_002,json-c,uninit,json_pointer.c,json_pointer_get_internal,json-pointer-empty-result-init-drop,json-c-0.18-hard-20260615/json_c_hard_static_20260615.json,project-hard-20260615,llm_source_audit,clearly hard enough,"specific source-audit metadata names a concrete invariant, trigger, and nonlocal effect path; selected by per-site LLM source audit"
json_c_0_18_hard_uninit_003,json-c,uninit,linkhash.c,lh_table_new,linkhash-table-header-zero-init-drop,json-c-0.18-hard-20260615/json_c_hard_static_20260615.json,project-hard-20260615,llm_source_audit,clearly hard enough,"specific source-audit metadata names a concrete invariant, trigger, and nonlocal effect path; selected by per-site LLM source audit"
json_parser_8ac4477_hard_alloc_array_child_pointer_table_one_short_0002,json_parser,alloc,json.c,new_value,json-parser-array-child-pointer-table-one-short,json-parser-8ac4477-hard-20260616/json_parser_hard_static_20260616.json,project-hard-20260616,llm_source_audit,clearly hard enough,"specific source-audit metadata names a concrete invariant, trigger, and nonlocal effect path; selected by per-site LLM source audit"
json_parser_8ac4477_hard_alloc_nonbmp_escape_first_pass_byte_count_short_0004,json_parser,alloc,json.c,json_parse_ex,json-parser-surrogate-pair-first-pass-utf8-byte-undercount,json-parser-8ac4477-hard-20260616/json_parser_hard_static_20260616.json,project-hard-20260616,llm_source_audit,clearly hard enough,"specific source-audit metadata names a concrete invariant, trigger, and nonlocal effect path; selected by per-site LLM source audit"
json_parser_8ac4477_hard_alloc_object_entry_table_one_short_second_pass_0001,json_parser,alloc,json.c,new_value,json-parser-object-entry-table-one-short-second-pass,json-parser-8ac4477-hard-20260616/json_parser_hard_static_20260616.json,project-hard-20260616,llm_source_audit,clearly hard enough,"specific source-audit metadata names a concrete invariant, trigger, and nonlocal effect path; selected by per-site LLM source audit"
json_parser_8ac4477_hard_alloc_object_key_arena_nul_excluded_first_pass_0003,json_parser,alloc,json.c,json_parse_ex,json-parser-object-key-arena-first-pass-terminator-gap,json-parser-8ac4477-hard-20260616/json_parser_hard_static_20260616.json,project-hard-20260616,llm_source_audit,clearly hard enough,"specific source-audit metadata names a concrete invariant, trigger, and nonlocal effect path; selected by per-site LLM source audit"
source_audit_quaternary_hard_lcms_doublefree_clut16_stage_dup_shares_table_0004,lcms,doublefree,src/cmslut.c,CLUTElemDup,lcms-clut16-stage-duplicate-shares-grid-table,source-audit-quaternary-hard-20260616/source_audit_quaternary_hard_static_20260616.json,project-hard-20260616,llm_source_audit,clearly hard enough,"specific source-audit metadata names a concrete invariant, trigger, and nonlocal effect path; temporal distance is `cross-function` rather than adjacent"
source_audit_quaternary_hard_lcms_doublefree_curve_set_stage_dup_shares_curves_0002,lcms,doublefree,src/cmslut.c,CurveSetDup,lcms-curve-set-duplicate-shares-curve-objects,source-audit-quaternary-hard-20260616/source_audit_quaternary_hard_static_20260616.json,project-hard-20260616,llm_source_audit,clearly hard enough,"specific source-audit metadata names a concrete invariant, trigger, and nonlocal effect path; temporal distance is `cross-function` rather than adjacent"
source_audit_quaternary_hard_lcms_doublefree_dict_add_borrows_display_mlus_0007,lcms,doublefree,src/cmsnamed.c,cmsDictAddEntry,lcms-dictionary-entry-display-mlu-borrowed,source-audit-quaternary-hard-20260616/source_audit_quaternary_hard_static_20260616.json,project-hard-20260616,llm_source_audit,clearly hard enough,"specific source-audit metadata names a concrete invariant, trigger, and nonlocal effect path; temporal distance is `deep` rather than adjacent"
source_audit_quaternary_hard_lcms_doublefree_matrix_stage_dup_shares_matrix_0003,lcms,doublefree,src/cmslut.c,MatrixElemDup,lcms-matrix-stage-duplicate-coefficient-buffer-shared,source-audit-quaternary-hard-20260616/source_audit_quaternary_hard_static_20260616.json,project-hard-20260616,llm_source_audit,clearly hard enough,"specific source-audit metadata names a concrete invariant, trigger, and nonlocal effect path; temporal distance is `cross-function` rather than adjacent"
source_audit_quaternary_hard_lcms_doublefree_mlu_dup_shares_text_pool_0006,lcms,doublefree,src/cmsnamed.c,cmsMLUdup,lcms-mlu-duplicate-shares-string-pool,source-audit-quaternary-hard-20260616/source_audit_quaternary_hard_static_20260616.json,project-hard-20260616,llm_source_audit,clearly hard enough,"specific source-audit metadata names a concrete invariant, trigger, and nonlocal effect path; temporal distance is `cross-function` rather than adjacent"
source_audit_quaternary_hard_lcms_doublefree_named_color_stage_borrows_list_0009,lcms,doublefree,src/cmsnamed.c,_cmsStageAllocNamedColor,lcms-named-color-stage-list-borrowed,source-audit-quaternary-hard-20260616/source_audit_quaternary_hard_static_20260616.json,project-hard-20260616,llm_source_audit,clearly hard enough,"specific source-audit metadata names a concrete invariant, trigger, and nonlocal effect path; temporal distance is `deep` rather than adjacent"
source_audit_quaternary_hard_lcms_doublefree_pipeline_dup_shares_optimizer_data_0005,lcms,doublefree,src/cmslut.c,cmsPipelineDup,lcms-pipeline-optimizer-private-data-shared-on-dup,source-audit-quaternary-hard-20260616/source_audit_quaternary_hard_static_20260616.json,project-hard-20260616,llm_source_audit,clearly hard enough,"specific source-audit metadata names a concrete invariant, trigger, and nonlocal effect path; temporal distance is `deep` rather than adjacent"
source_audit_quaternary_hard_lcms_doublefree_profile_sequence_dup_borrows_mlus_0008,lcms,doublefree,src/cmsnamed.c,cmsDupProfileSequenceDescription,lcms-profile-sequence-duplicate-shares-description-mlus,source-audit-quaternary-hard-20260616/source_audit_quaternary_hard_static_20260616.json,project-hard-20260616,llm_source_audit,clearly hard enough,"specific source-audit metadata names a concrete invariant, trigger, and nonlocal effect path; temporal distance is `cross-function` rather than adjacent"
source_audit_quaternary_hard_lcms_spatial_mlu_string_pool_extent_uses_len_only_0011,lcms,spatial,src/cmstypes.c,Type_MLU_Read,lcms-mlu-offset-string-pool-extent-truncated,source-audit-quaternary-hard-20260616/source_audit_quaternary_hard_static_20260616.json,project-hard-20260616,llm_source_audit,clearly hard enough,"specific source-audit metadata names a concrete invariant, trigger, and nonlocal effect path; selected by per-site LLM source audit"
source_audit_quaternary_hard_lcms_uaf_tone_curve_constructor_borrows_caller_curves_0001,lcms,uaf,src/cmslut.c,cmsStageAllocToneCurves,lcms-tone-curve-stage-caller-curve-borrowed,source-audit-quaternary-hard-20260616/source_audit_quaternary_hard_static_20260616.json,project-hard-20260616,llm_source_audit,clearly hard enough,"specific source-audit metadata names a concrete invariant, trigger, and nonlocal effect path; temporal distance is `deep` rather than adjacent"
source_audit_quaternary_hard_lcms_uninit_matshaper_missing_identity_offset_0010,lcms,uninit,src/cmsopt.c,SetMatShaper,lcms-matshaper-identity-offset-default-missing,source-audit-quaternary-hard-20260616/source_audit_quaternary_hard_static_20260616.json,project-hard-20260616,llm_source_audit,clearly hard enough,"specific source-audit metadata names a concrete invariant, trigger, and nonlocal effect path; selected by per-site LLM source audit"
libconfini_1_16_4_hard_spatial_array_foreach_fragment_length_offset_0005,libconfini,spatial,src/confini.c,ini_array_foreach,libconfini-array-foreach-offset-length-confusion,libconfini-1.16.4-hard-20260616/libconfini_hard_static_20260616.json,project-hard-20260616,llm_source_audit,clearly hard enough,"specific source-audit metadata names a concrete invariant, trigger, and nonlocal effect path; selected by per-site LLM source audit"
libconfini_1_16_4_hard_spatial_dispatch_vlen_carry_between_nodes_0004,libconfini,spatial,src/confini.c,strip_ini_cache,libconfini-dispatch-value-length-cross-node-carry,libconfini-1.16.4-hard-20260616/libconfini_hard_static_20260616.json,project-hard-20260616,llm_source_audit,clearly hard enough,"specific source-audit metadata names a concrete invariant, trigger, and nonlocal effect path; selected by per-site LLM source audit"
libconfini_1_16_4_hard_spatial_raw_value_trim_total_node_length_0003,libconfini,spatial,src/confini.c,strip_ini_cache,libconfini-preserve-value-total-node-length-skew,libconfini-1.16.4-hard-20260616/libconfini_hard_static_20260616.json,project-hard-20260616,llm_source_audit,clearly hard enough,"specific source-audit metadata names a concrete invariant, trigger, and nonlocal effect path; selected by per-site LLM source audit"
libconfini_1_16_4_hard_spatial_relative_section_parent_length_dot_0002,libconfini,spatial,src/confini.c,strip_ini_cache,libconfini-relative-section-dot-length-skew,libconfini-1.16.4-hard-20260616/libconfini_hard_static_20260616.json,project-hard-20260616,llm_source_audit,clearly hard enough,"specific source-audit metadata names a concrete invariant, trigger, and nonlocal effect path; selected by per-site LLM source audit"
libconfini_1_16_4_hard_spatial_unterminated_section_dispatch_extent_0001,libconfini,spatial,src/confini.c,get_type_as_active,libconfini-section-close-marker-one-past-classification,libconfini-1.16.4-hard-20260616/libconfini_hard_static_20260616.json,project-hard-20260616,llm_source_audit,clearly hard enough,"specific source-audit metadata names a concrete invariant, trigger, and nonlocal effect path; selected by per-site LLM source audit"
libcsv_3_0_3_hard_spatial_append_null_growth_reserve_0001,libcsv,spatial,libcsv.c,csv_parse,libcsv-append-null-growth-reserve-byte-loss,libcsv-3.0.3-hard-20260616/libcsv_hard_static_20260616.json,project-hard-20260616,llm_source_audit,clearly hard enough,"specific source-audit metadata names a concrete invariant, trigger, and nonlocal effect path; selected by per-site LLM source audit"
libcsv_3_0_3_hard_spatial_fini_quoted_empty_underflow_0002,libcsv,spatial,libcsv.c,csv_fini,libcsv-fini-quoted-field-trim-underflow,libcsv-3.0.3-hard-20260616/libcsv_hard_static_20260616.json,project-hard-20260616,llm_source_audit,clearly hard enough,"specific source-audit metadata names a concrete invariant, trigger, and nonlocal effect path; selected by per-site LLM source audit"
libcsv_3_0_3_hard_spatial_null_realloc_growth_false_success_0003,libcsv,spatial,libcsv.c,csv_set_realloc_func,libcsv-null-realloc-hook-growth-false-success,libcsv-3.0.3-hard-20260616/libcsv_hard_static_20260616.json,project-hard-20260616,llm_source_audit,clearly hard enough,"specific source-audit metadata names a concrete invariant, trigger, and nonlocal effect path; selected by per-site LLM source audit"
libcsv_3_0_3_hard_uaf_free_then_reuse_dangling_entry_buffer_0004,libcsv,uaf,libcsv.c,csv_free,libcsv-free-reuse-dangling-entry-buffer,libcsv-3.0.3-hard-20260616/libcsv_hard_static_20260616.json,project-hard-20260616,llm_source_audit,clearly hard enough,"specific source-audit metadata names a concrete invariant, trigger, and nonlocal effect path; temporal distance is `deep` rather than adjacent"
libpng_1_6_58_hard_alloc_adam7_width_rounding_panel_underalloc_0001,libpng,alloc,pngrutil.c,png_read_start_row,adam7-width-panel-rounding-underalloc-before-deinterlace,libpng-1.6.58-secondary-topup-hard-20260616/libpng_secondary_topup_hard_static_20260616.json,project-hard-20260616,llm_source_audit,clearly hard enough,"specific source-audit metadata names a concrete invariant, trigger, and nonlocal effect path; selected by per-site LLM source audit"
libpng_1_6_58_hard_alloc_gray_alpha16_to_rgb_depth_underestimate_0001,libpng,alloc,pngrutil.c,png_read_start_row,gray-alpha16-to-rgb-row-depth-underestimated-before-channel-expand,libpng-1.6.58-tertiary-topup-hard-20260616/libpng_tertiary_topup_hard_static_20260616.json,project-hard-20260616,llm_source_audit,clearly hard enough,"specific source-audit metadata names a concrete invariant, trigger, and nonlocal effect path; selected by per-site LLM source audit"
libpng_1_6_58_hard_alloc_palette_trns_expand_row_depth_0001,libpng,alloc,pngrutil.c,png_read_start_row,palette-trns-expand-row-depth-underestimated-before-transform,libpng-1.6.58-topup-hard-20260616/libpng_topup_hard_static_20260616.json,project-hard-20260616,llm_source_audit,clearly hard enough,"specific source-audit metadata names a concrete invariant, trigger, and nonlocal effect path; selected by per-site LLM source audit"
libpng_1_6_58_hard_alloc_rgb16_filler_depth_underestimate_0001,libpng,alloc,pngrutil.c,png_read_start_row,rgb16-filler-row-depth-underestimated-before-filler-transform,libpng-1.6.58-tertiary-topup-hard-20260616/libpng_tertiary_topup_hard_static_20260616.json,project-hard-20260616,llm_source_audit,clearly hard enough,"specific source-audit metadata names a concrete invariant, trigger, and nonlocal effect path; selected by per-site LLM source audit"
libpng_1_6_58_hard_doublefree_exif_read_buffer_borrowed_setter_0001,libpng,doublefree,pngset.c,png_set_eXIf_1,exif-read-buffer-borrowed-through-public-setter,libpng-1.6.58-secondary-topup-hard-20260616/libpng_secondary_topup_hard_static_20260616.json,project-hard-20260616,llm_source_audit,clearly hard enough,"specific source-audit metadata names a concrete invariant, trigger, and nonlocal effect path; temporal distance is `deep` rather than adjacent"
libpng_1_6_58_hard_doublefree_iccp_read_buffer_steal_0001,libpng,doublefree,pngrutil.c,png_handle_iCCP,iccp-profile-read-buffer-ownership-transfer-with-stale-cache,libpng-1.6.58-topup-hard-20260616/libpng_topup_hard_static_20260616.json,project-hard-20260616,llm_source_audit,clearly hard enough,"specific source-audit metadata names a concrete invariant, trigger, and nonlocal effect path; temporal distance is `deep` rather than adjacent"
libpng_1_6_58_hard_doublefree_trns_alpha_info_alias_0001,libpng,doublefree,pngset.c,png_set_tRNS,trns-alpha-info-transform-alias-through-destroy-lifecycle,libpng-1.6.58-topup-hard-20260616/libpng_topup_hard_static_20260616.json,project-hard-20260616,llm_source_audit,clearly hard enough,"specific source-audit metadata names a concrete invariant, trigger, and nonlocal effect path; temporal distance is `deep` rather than adjacent"
libpng_1_6_58_hard_doublefree_unknown_cache_0001,libpng,doublefree,pngrutil.c,png_handle_unknown,unknown-chunk-cache-pointer-retained-after-release,libpng-1.6.58-hard-20260616/libpng_hard_static_20260616.json,project-hard-20260616,llm_source_audit,clearly hard enough,"specific source-audit metadata names a concrete invariant, trigger, and nonlocal effect path; temporal distance is `deep` rather than adjacent"
libpng_1_6_58_hard_spatial_exif_min_length_dispatch_header_0001,libpng,spatial,pngrutil.c,png_handle_chunk,exif-min-length-dispatch-table-underpermits-header-read,libpng-1.6.58-secondary-topup-hard-20260616/libpng_secondary_topup_hard_static_20260616.json,project-hard-20260616,llm_source_audit,clearly hard enough,"specific source-audit metadata names a concrete invariant, trigger, and nonlocal effect path; selected by per-site LLM source audit"
libpng_1_6_58_hard_spatial_splt_depth16_entry_size_miscount_0001,libpng,spatial,pngrutil.c,png_handle_sPLT,splt-depth16-entry-size-miscount-before-entry-decode,libpng-1.6.58-secondary-topup-hard-20260616/libpng_secondary_topup_hard_static_20260616.json,project-hard-20260616,llm_source_audit,clearly hard enough,"specific source-audit metadata names a concrete invariant, trigger, and nonlocal effect path; selected by per-site LLM source audit"
libpng_1_6_58_hard_uaf_splt_alias_0001,libpng,uaf,pngset.c,png_set_sPLT,splt-getter-setter-alias-reallocated-before-copy,libpng-1.6.58-hard-20260616/libpng_hard_static_20260616.json,project-hard-20260616,llm_source_audit,clearly hard enough,"specific source-audit metadata names a concrete invariant, trigger, and nonlocal effect path; temporal distance is `cross-function` rather than adjacent"
libpng_1_6_58_hard_uaf_text_alias_0001,libpng,uaf,pngset.c,png_set_text_2,text-getter-setter-alias-reallocated-before-copy,libpng-1.6.58-hard-20260616/libpng_hard_static_20260616.json,project-hard-20260616,llm_source_audit,clearly hard enough,"specific source-audit metadata names a concrete invariant, trigger, and nonlocal effect path; temporal distance is `cross-function` rather than adjacent"
